,CVE_DOC,FECHA_DOC,NOMBRE_VENDEDOR,NOMBRE_CLIENTE,CANT,CVE_ART,DESCR,PRECIO_UNITARIO,COSTO_UNITARIO,COSTO_UNITARIO_CALCULADO,SUBTOTAL_PARTIDA,COSTO_TOTAL_CALCULADO,MARGEN_UNITARIO_CALCULADO,MARGEN_TOTAL_CALCULADO
1355,F39696,2022-12-05,ALFREDO CANELA,SIKA MEXICANA,1,RP00229,REPARACION DE HORNO 1500W 127V,13688.0,0.0,0.0,13688.0,0.0,13688.0,13688.0
1360,F39716,2022-12-07,ALFREDO CANELA,DIECASTING CELAYA,1,BO00005,BO ABIERTA ALAMBRE CAL. 6 40 KW 440 V,18482.78,1734.88,1734.88,18482.78,1734.88,16747.9,16747.9
1374,F39751,2022-12-09,LETICIA RAMIREZ HERNANDEZ,COMPAÑIA CERVECERA HERCULES,1,TUA00489,"TUB INOX 7/16""ØX42CM 6000W 240V ""U"" PLAC",3045.5,0.0,0.0,3045.5,0.0,3045.5,3045.5
1376,F39754,2022-12-13,LETICIA RAMIREZ HERNANDEZ,PÚBLICO EN GENERAL,4,CS14D2017B20,"CAS INOX 1/4""ØX2"" 175W240V EXT30CM C/TJ",3416.0,222.14,222.14,6832.0,444.27,3193.86,6387.73
1386,F39774,2022-12-15,ALFREDO CANELA,PROVEEDORA DE SEGURIDAD INDUSTRIAL DEL GOLFO,6,ECQ-01444,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",3053.25,828.0,828.0,18319.5,4968.0,2225.25,13351.5
1387,F39775,2022-12-15,ALFREDO CANELA,PROVEEDORA DE SEGURIDAD INDUSTRIAL DEL GOLFO,5,EE00077,FAB. DE BASTIDOR 8020 2700W 240V 28X24X5,4810.0,0.0,442.5,24050.0,2212.51,4367.5,21837.49
1389,F39776,2022-12-15,ALFREDO CANELA,PROVEEDORA DE SEGURIDAD INDUSTRIAL DEL GOLFO,1,ECQ-00974,TUBULAR 11mmØx450mm 4500W 480V 6pz,3730.0,1311.27,1311.27,3730.0,1311.27,2418.73,2418.73
1390,F39776,2022-12-15,ALFREDO CANELA,PROVEEDORA DE SEGURIDAD INDUSTRIAL DEL GOLFO,5,ECQ-01444,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz""",3053.25,773.21,773.21,15266.25,3866.04,2280.04,11400.21
1391,F39777,2022-12-16,ALFREDO CANELA,DWK LIFE SCIENCES,12,BO00061,BOB DSD CAL.12 17.7MMØX55CM  5.2 OHMS,3090.0,89.98,179.95,18540.0,1079.71,2910.05,17460.29
1393,F39788,2022-12-19,ALFREDO CANELA,WHITEHALL INDUSTRIES DE MEXICO,1,TUA00494,"TUB INOX 7/16""ØX105CM 24KW 480V 3PZ",11809.98,0.0,2335.2,11809.98,2335.2,9474.78,9474.78
1404,F39811,2022-12-22,ALFREDO CANELA,PROVEEDORA DE SEGURIDAD INDUSTRIAL DEL GOLFO,2,ECQ-00974,TUBULAR 11mmØx450mm 4500W 480V 6pz,3730.0,0.0,696.46,7460.0,1392.92,3033.54,6067.08
1407,F39815,2022-12-22,ALFREDO CANELA,START SERVICE,1,RP00230,REPARACION DE PLANCHA DE CARTUCHOS 220V,5668.99,0.0,1319.88,5668.99,1319.88,4349.11,4349.11
1412,F39824,2022-12-23,ALFREDO CANELA,MEGO AFEK,1,TUA00325,"TUB INOX 1/2""ØX75CM ""U"" 30KW440V BRIDA6""",12500.0,4579.08,4579.08,12500.0,4579.08,7920.92,7920.92
1424,F39837,2022-12-23,LETICIA RAMIREZ HERNANDEZ,REVUELTA MONTECARLO,1,TUA00470,"TUB INOX 1/2""ØX500MM 10KW 220V 2 1/2""NPT",5909.84,1884.35,1884.35,5909.84,1884.35,4025.49,4025.49
